monitoring_date,location_code,inspection_time,temperature
2022-07-06,A01 Room,03.00AM,-19
2022-07-06,A01 Room,06.00AM,-20
2022-07-06,A01 Room,09.00AM,-18
2022-07-06,A01 Room,12.00PM,-17
2022-07-06,A01 Room,03.00PM,-15
2022-07-06,A01 Room,06.00PM,-17
2022-07-06,A01 Room,09.00PM,-19
2022-07-06,B01 Room,12.00AM,-15
2022-07-06,B01 Room,03.00AM,-16
2022-07-06,B01 Room,06.00AM,-15
2022-07-06,B01 Room,09.00AM,-16
2022-07-06,B01 Room,12.00PM,-18
2022-07-06,B01 Room,03.00PM,-15
2022-07-06,B01 Room,06.00PM,-15
2022-07-06,B01 Room,09.00PM,-15
2022-07-06,C01 Room,12.00AM,-19
2022-07-06,C01 Room,03.00AM,-21
2022-07-06,C01 Room,06.00AM,-15
2022-07-06,C01 Room,09.00AM,-15
2022-07-06,C01 Room,12.00PM,-15
2022-07-06,C01 Room,03.00PM,-20
2022-07-06,C01 Room,06.00PM,-15
2022-07-06,C01 Room,09.00PM,-15
2022-07-06,D01 Room,12.00AM,-20
2022-07-06,D01 Room,03.00AM,-16
2022-07-06,D01 Room,06.00AM,-18
2022-07-06,D01 Room,09.00AM,-16
2022-07-06,D01 Room,12.00PM,-18
2022-07-06,D01 Room,03.00PM,-18
2022-07-06,D01 Room,06.00PM,-21
2022-07-06,D01 Room,09.00PM,-17
2022-07-06,Inbound Bay,12.00AM,13
2022-07-06,Inbound Bay,03.00AM,8
2022-07-06,Inbound Bay,06.00AM,12
2022-07-06,Inbound Bay,09.00AM,12
2022-07-06,Inbound Bay,12.00PM,12
2022-07-06,Inbound Bay,03.00PM,9
2022-07-06,Inbound Bay,06.00PM,9
2022-07-06,Inbound Bay,09.00PM,9
2022-07-06,Outbound Bay,12.00AM,10
2022-07-06,Outbound Bay,03.00AM,12
2022-07-06,Outbound Bay,06.00AM,7
2022-07-06,Outbound Bay,09.00AM,12
2022-07-06,Outbound Bay,12.00PM,7
2022-07-06,Outbound Bay,03.00PM,9
2022-07-06,Outbound Bay,06.00PM,7
2022-07-06,Outbound Bay,09.00PM,11
2024-05-13,A01 Room,12.00AM,-19
2024-05-13,A01 Room,03.00AM,-18
2024-05-13,A01 Room,06.00AM,-20
2024-05-13,A01 Room,09.00AM,-19
2024-05-13,A01 Room,12.00PM,-17
2024-05-13,A01 Room,03.00PM,-21
2024-05-13,A01 Room,06.00PM,-20
2024-05-13,A01 Room,09.00PM,-18
2024-05-13,B01 Room,12.00AM,-17
2024-05-13,B01 Room,03.00AM,-21
2024-05-13,B01 Room,06.00AM,-15
2024-05-13,B01 Room,09.00AM,-20
2024-05-13,B01 Room,12.00PM,-15
2024-05-13,B01 Room,03.00PM,-17
2024-05-13,B01 Room,06.00PM,-21
2024-05-13,B01 Room,09.00PM,-18
2024-05-13,C01 Room,12.00AM,-16
2024-05-13,C01 Room,03.00AM,-15
2024-05-13,C01 Room,06.00AM,-16
2024-05-13,C01 Room,09.00AM,-21
2024-05-13,C01 Room,12.00PM,-17
2024-05-13,C01 Room,03.00PM,-21
2024-05-13,C01 Room,06.00PM,-21
2024-05-13,C01 Room,09.00PM,-15
2024-05-13,D01 Room,12.00AM,-20
2024-05-13,D01 Room,03.00AM,-20
2024-05-13,D01 Room,06.00AM,-16
2024-05-13,D01 Room,09.00AM,-17
2024-05-13,D01 Room,12.00PM,-15
2024-05-13,D01 Room,03.00PM,-18
2024-05-13,D01 Room,06.00PM,-17
2024-05-13,D01 Room,09.00PM,-20
2024-05-13,Inbound Bay,12.00AM,8
2024-05-13,Inbound Bay,03.00AM,11
2024-05-13,Inbound Bay,06.00AM,8
2024-05-13,Inbound Bay,09.00AM,7
2024-05-13,Inbound Bay,12.00PM,12
2024-05-13,Inbound Bay,03.00PM,10
2024-05-13,Inbound Bay,06.00PM,9
2024-05-13,Inbound Bay,09.00PM,8
2024-05-13,Outbound Bay,12.00AM,7
2024-05-13,Outbound Bay,03.00AM,10
2024-05-13,Outbound Bay,06.00AM,12
2024-05-13,Outbound Bay,09.00AM,11
2024-05-13,Outbound Bay,12.00PM,7
2024-05-13,Outbound Bay,03.00PM,7
2024-05-13,Outbound Bay,06.00PM,12
2024-05-13,Outbound Bay,09.00PM,7
2024-06-28,A01 Room,12.00AM,-18
2024-06-28,A01 Room,03.00AM,-18
2024-06-28,A01 Room,06.00AM,-15
2024-06-28,A01 Room,09.00AM,-21
2024-06-28,A01 Room,12.00PM,-17
2024-06-28,A01 Room,03.00PM,-21
2024-06-28,A01 Room,06.00PM,-16
2024-06-28,A01 Room,09.00PM,-18
2024-06-28,B01 Room,12.00AM,-21
2024-06-28,B01 Room,03.00AM,-15
2024-06-28,B01 Room,06.00AM,-17
2024-06-28,B01 Room,09.00AM,-18
2024-06-28,B01 Room,12.00PM,-15
2024-06-28,B01 Room,03.00PM,-17
2024-06-28,B01 Room,06.00PM,-15
2024-06-28,B01 Room,09.00PM,-21
2024-06-28,C01 Room,12.00AM,-17
2024-06-28,C01 Room,03.00AM,-21
2024-06-28,C01 Room,06.00AM,-19
2024-06-28,C01 Room,09.00AM,-19
2024-06-28,C01 Room,12.00PM,-19
2024-06-28,C01 Room,03.00PM,-16
2024-06-28,C01 Room,06.00PM,-17
2024-06-28,C01 Room,09.00PM,-15
2024-06-28,D01 Room,12.00AM,-16
2024-06-28,D01 Room,03.00AM,-19
2024-06-28,D01 Room,06.00AM,-18
2024-06-28,D01 Room,09.00AM,-17
2024-06-28,D01 Room,12.00PM,-19
2024-06-28,D01 Room,03.00PM,-18
2024-06-28,D01 Room,06.00PM,-20
2024-06-28,D01 Room,09.00PM,-19
2024-06-28,Inbound Bay,12.00AM,7
2024-06-28,Inbound Bay,03.00AM,11
2024-06-28,Inbound Bay,06.00AM,10
2024-06-28,Inbound Bay,09.00AM,13
2024-06-28,Inbound Bay,12.00PM,13
2024-06-28,Inbound Bay,03.00PM,9
2024-06-28,Inbound Bay,06.00PM,7
2024-06-28,Inbound Bay,09.00PM,13
2024-06-28,Outbound Bay,12.00AM,8
2024-06-28,Outbound Bay,03.00AM,12
2024-06-28,Outbound Bay,06.00AM,9
2024-06-28,Outbound Bay,09.00AM,8
2024-06-28,Outbound Bay,12.00PM,8
2024-06-28,Outbound Bay,03.00PM,12
2024-06-28,Outbound Bay,06.00PM,7
2024-06-28,Outbound Bay,09.00PM,11
2022-04-17,A01 Room,12.00AM,-21
2022-04-17,A01 Room,03.00AM,-20
2022-04-17,A01 Room,06.00AM,-16
2022-04-17,A01 Room,09.00AM,-19
2022-04-17,A01 Room,12.00PM,-16
2022-04-17,A01 Room,03.00PM,-19
2022-04-17,A01 Room,06.00PM,-18
2022-04-17,A01 Room,09.00PM,-20
2022-04-17,B01 Room,12.00AM,-21
2022-04-17,B01 Room,03.00AM,-21
2022-04-17,B01 Room,06.00AM,-17
2022-04-17,B01 Room,09.00AM,-18
2022-04-17,B01 Room,12.00PM,-17
2022-04-17,B01 Room,03.00PM,-15
2022-04-17,B01 Room,06.00PM,-18
2022-04-17,B01 Room,09.00PM,-16
2022-04-17,C01 Room,12.00AM,-20
2022-04-17,C01 Room,03.00AM,-15
2022-04-17,C01 Room,06.00AM,-16
2022-04-17,C01 Room,09.00AM,-16
2022-04-17,C01 Room,12.00PM,-17
2022-04-17,C01 Room,03.00PM,-19
2022-04-17,C01 Room,06.00PM,-21
2022-04-17,C01 Room,09.00PM,-17
2022-04-17,D01 Room,12.00AM,-18
2022-04-17,D01 Room,03.00AM,-19
2022-04-17,D01 Room,06.00AM,-15
2022-04-17,D01 Room,09.00AM,-19
2022-04-17,D01 Room,12.00PM,-15
2022-04-17,D01 Room,03.00PM,-15
2022-04-17,D01 Room,06.00PM,-16
2022-04-17,D01 Room,09.00PM,-18
2022-04-17,Inbound Bay,12.00AM,8
2022-04-17,Inbound Bay,03.00AM,11
2022-04-17,Inbound Bay,06.00AM,13
2022-04-17,Inbound Bay,09.00AM,12
2022-04-17,Inbound Bay,12.00PM,10
2022-04-17,Inbound Bay,03.00PM,12
2022-04-17,Inbound Bay,06.00PM,13
2022-04-17,Inbound Bay,09.00PM,9
2022-04-17,Outbound Bay,12.00AM,7
2022-04-17,Outbound Bay,03.00AM,12
2022-04-17,Outbound Bay,06.00AM,8
2022-04-17,Outbound Bay,09.00AM,10
2022-04-17,Outbound Bay,12.00PM,10
2022-04-17,Outbound Bay,03.00PM,10
2022-04-17,Outbound Bay,06.00PM,7
2022-04-17,Outbound Bay,09.00PM,9
2024-01-02,A01 Room,12.00AM,-17
2024-01-02,A01 Room,03.00AM,-18
2024-01-02,A01 Room,06.00AM,-21
2024-01-02,A01 Room,09.00AM,-16
2024-01-02,A01 Room,12.00PM,-18
2024-01-02,A01 Room,03.00PM,-17
2024-01-02,A01 Room,06.00PM,-16
2024-01-02,A01 Room,09.00PM,-21
2024-01-02,B01 Room,12.00AM,-17
2024-01-02,B01 Room,03.00AM,-15
2024-01-02,B01 Room,06.00AM,-19
2024-01-02,B01 Room,09.00AM,-19
2024-01-02,B01 Room,12.00PM,-18
2024-01-02,B01 Room,03.00PM,-16
2024-01-02,B01 Room,06.00PM,-21
2024-01-02,B01 Room,09.00PM,-15
2024-01-02,C01 Room,12.00AM,-16
2024-01-02,C01 Room,03.00AM,-18
2024-01-02,C01 Room,06.00AM,-19
2024-01-02,C01 Room,09.00AM,-17
2024-01-02,C01 Room,12.00PM,-15
2024-01-02,C01 Room,03.00PM,-15
2024-01-02,C01 Room,06.00PM,-21
2024-01-02,C01 Room,09.00PM,-20
2024-01-02,D01 Room,12.00AM,-15
2024-01-02,D01 Room,03.00AM,-16
2024-01-02,D01 Room,06.00AM,-15
2024-01-02,D01 Room,09.00AM,-18
2024-01-02,D01 Room,12.00PM,-15
2024-01-02,D01 Room,03.00PM,-20
2024-01-02,D01 Room,06.00PM,-20
2024-01-02,D01 Room,09.00PM,-17
2024-01-02,Inbound Bay,12.00AM,13
2024-01-02,Inbound Bay,03.00AM,12
2024-01-02,Inbound Bay,06.00AM,12
2024-01-02,Inbound Bay,09.00AM,8
2024-01-02,Inbound Bay,12.00PM,12
2024-01-02,Inbound Bay,03.00PM,7
2024-01-02,Inbound Bay,06.00PM,10
2024-01-02,Inbound Bay,09.00PM,10
2024-01-02,Outbound Bay,12.00AM,12
2024-01-02,Outbound Bay,03.00AM,9
2024-01-02,Outbound Bay,06.00AM,10
2024-01-02,Outbound Bay,09.00AM,10
2024-01-02,Outbound Bay,12.00PM,12
2024-01-02,Outbound Bay,03.00PM,12
2024-01-02,Outbound Bay,06.00PM,9
2024-01-02,Outbound Bay,09.00PM,12
2022-11-27,A01 Room,12.00AM,-15
2022-11-27,A01 Room,03.00AM,-21
2022-11-27,A01 Room,06.00AM,-19
2022-11-27,A01 Room,09.00AM,-16
2022-11-27,A01 Room,12.00PM,-20
2022-11-27,A01 Room,03.00PM,-17
2022-11-27,A01 Room,06.00PM,-20
2022-11-27,A01 Room,09.00PM,-15
2022-11-27,B01 Room,12.00AM,-16
2022-11-27,B01 Room,03.00AM,-18
2022-11-27,B01 Room,06.00AM,-19
2022-11-27,B01 Room,09.00AM,-21
2022-11-27,B01 Room,12.00PM,-18
2022-11-27,B01 Room,03.00PM,-21
2022-11-27,B01 Room,06.00PM,-16
2022-11-27,B01 Room,09.00PM,-18
2022-11-27,C01 Room,12.00AM,-20
2022-11-27,C01 Room,03.00AM,-15
2022-11-27,C01 Room,06.00AM,-21
2022-11-27,C01 Room,09.00AM,-19
2022-11-27,C01 Room,12.00PM,-18
2022-11-27,C01 Room,03.00PM,-16
2022-11-27,C01 Room,06.00PM,-18
2022-11-27,C01 Room,09.00PM,-19
2022-11-27,D01 Room,12.00AM,-17
2022-11-27,D01 Room,03.00AM,-19
2022-11-27,D01 Room,06.00AM,-15
2022-11-27,D01 Room,09.00AM,-17
2022-11-27,D01 Room,12.00PM,-20
2022-11-27,D01 Room,03.00PM,-15
2022-11-27,D01 Room,06.00PM,-19
2022-11-27,D01 Room,09.00PM,-16
2022-11-27,Inbound Bay,12.00AM,7
2022-11-27,Inbound Bay,03.00AM,7
2022-11-27,Inbound Bay,06.00AM,11
2022-11-27,Inbound Bay,09.00AM,10
2022-11-27,Inbound Bay,12.00PM,7
2022-11-27,Inbound Bay,03.00PM,11
2022-11-27,Inbound Bay,06.00PM,7
2022-11-27,Inbound Bay,09.00PM,11
2022-11-27,Outbound Bay,12.00AM,7
2022-11-27,Outbound Bay,03.00AM,13
2022-11-27,Outbound Bay,06.00AM,10
2022-11-27,Outbound Bay,09.00AM,13
2022-11-27,Outbound Bay,12.00PM,13
2022-11-27,Outbound Bay,03.00PM,10
2022-11-27,Outbound Bay,06.00PM,7
2022-11-27,Outbound Bay,09.00PM,9
2022-11-10,A01 Room,12.00AM,-15
2022-11-10,A01 Room,03.00AM,-17
2022-11-10,A01 Room,06.00AM,-18
2022-11-10,A01 Room,09.00AM,-15
2022-11-10,A01 Room,12.00PM,-15
2022-11-10,A01 Room,03.00PM,-19
2022-11-10,A01 Room,06.00PM,-16
2022-11-10,A01 Room,09.00PM,-18
2022-11-10,B01 Room,12.00AM,-16
2022-11-10,B01 Room,03.00AM,-18
2022-11-10,B01 Room,06.00AM,-18
2022-11-10,B01 Room,09.00AM,-19
2022-11-10,B01 Room,12.00PM,-20
2022-11-10,B01 Room,03.00PM,-15
2022-11-10,B01 Room,06.00PM,-15
2022-11-10,B01 Room,09.00PM,-16
2022-11-10,C01 Room,12.00AM,-18
2022-11-10,C01 Room,03.00AM,-20
2022-11-10,C01 Room,06.00AM,-17
2022-11-10,C01 Room,09.00AM,-19
2022-11-10,C01 Room,12.00PM,-21
2022-11-10,C01 Room,03.00PM,-16
2022-11-10,C01 Room,06.00PM,-21
2022-11-10,C01 Room,09.00PM,-16
2022-11-10,D01 Room,12.00AM,-19
2022-11-10,D01 Room,03.00AM,-20
2022-11-10,D01 Room,06.00AM,-16
2022-11-10,D01 Room,09.00AM,-16
2022-11-10,D01 Room,12.00PM,-18
2022-11-10,D01 Room,03.00PM,-21
2022-11-10,D01 Room,06.00PM,-18
2022-11-10,D01 Room,09.00PM,-21
2022-11-10,Inbound Bay,12.00AM,10
2022-11-10,Inbound Bay,03.00AM,13
2022-11-10,Inbound Bay,06.00AM,10
2022-11-10,Inbound Bay,09.00AM,12
2022-11-10,Inbound Bay,12.00PM,8
2022-11-10,Inbound Bay,03.00PM,12
2022-11-10,Inbound Bay,06.00PM,9
2022-11-10,Inbound Bay,09.00PM,7
2022-11-10,Outbound Bay,12.00AM,12
2022-11-10,Outbound Bay,03.00AM,7
2022-11-10,Outbound Bay,06.00AM,8
2022-11-10,Outbound Bay,09.00AM,10
2022-11-10,Outbound Bay,12.00PM,8
2022-11-10,Outbound Bay,03.00PM,7
2022-11-10,Outbound Bay,06.00PM,12
2022-11-10,Outbound Bay,09.00PM,9
2024-11-21,A01 Room,12.00AM,-21
2024-11-21,A01 Room,03.00AM,-20
2024-11-21,A01 Room,06.00AM,-18
2024-11-21,A01 Room,09.00AM,-18
2024-11-21,A01 Room,12.00PM,-15
2024-11-21,A01 Room,03.00PM,-20
2024-11-21,A01 Room,06.00PM,-18
2024-11-21,A01 Room,09.00PM,-18
2024-11-21,B01 Room,12.00AM,-15
2024-11-21,B01 Room,03.00AM,-16
2024-11-21,B01 Room,06.00AM,-20
2024-11-21,B01 Room,09.00AM,-16
2024-11-21,B01 Room,12.00PM,-18
2024-11-21,B01 Room,03.00PM,-21
2024-11-21,B01 Room,06.00PM,-18
2024-11-21,B01 Room,09.00PM,-16
2024-11-21,C01 Room,12.00AM,-15
2024-11-21,C01 Room,03.00AM,-21
2024-11-21,C01 Room,06.00AM,-17
2024-11-21,C01 Room,09.00AM,-18
2024-11-21,C01 Room,12.00PM,-20
2024-11-21,C01 Room,03.00PM,-19
2024-11-21,C01 Room,06.00PM,-15
2024-11-21,C01 Room,09.00PM,-15
2024-11-21,D01 Room,12.00AM,-20
2024-11-21,D01 Room,03.00AM,-18
2024-11-21,D01 Room,06.00AM,-17
2024-11-21,D01 Room,09.00AM,-19
2024-11-21,D01 Room,12.00PM,-21
2024-11-21,D01 Room,03.00PM,-18
2024-11-21,D01 Room,06.00PM,-16
2024-11-21,D01 Room,09.00PM,-16
2024-11-21,Inbound Bay,12.00AM,13
2024-11-21,Inbound Bay,03.00AM,12
2024-11-21,Inbound Bay,06.00AM,7
2024-11-21,Inbound Bay,09.00AM,9
2024-11-21,Inbound Bay,12.00PM,8
2024-11-21,Inbound Bay,03.00PM,7
2024-11-21,Inbound Bay,06.00PM,8
2024-11-21,Inbound Bay,09.00PM,13
2024-11-21,Outbound Bay,12.00AM,11
2024-11-21,Outbound Bay,03.00AM,11
2024-11-21,Outbound Bay,06.00AM,7
2024-11-21,Outbound Bay,09.00AM,12
2024-11-21,Outbound Bay,12.00PM,10
2024-11-21,Outbound Bay,03.00PM,8
2024-11-21,Outbound Bay,06.00PM,12
2024-11-21,Outbound Bay,09.00PM,7
2023-07-16,A01 Room,12.00AM,-20
2023-07-16,A01 Room,03.00AM,-17
2023-07-16,A01 Room,06.00AM,-18
2023-07-16,A01 Room,09.00AM,-15
2023-07-16,A01 Room,12.00PM,-18
2023-07-16,A01 Room,03.00PM,-16
2023-07-16,A01 Room,06.00PM,-21
2023-07-16,A01 Room,09.00PM,-18
2023-07-16,B01 Room,12.00AM,-15
2023-07-16,B01 Room,03.00AM,-18
2023-07-16,B01 Room,06.00AM,-17
2023-07-16,B01 Room,09.00AM,-20
2023-07-16,B01 Room,12.00PM,-15
2023-07-16,B01 Room,03.00PM,-18
2023-07-16,B01 Room,06.00PM,-21
2023-07-16,B01 Room,09.00PM,-21
2023-07-16,C01 Room,12.00AM,-18
2023-07-16,C01 Room,03.00AM,-21
2023-07-16,C01 Room,06.00AM,-15
2023-07-16,C01 Room,09.00AM,-21
2023-07-16,C01 Room,12.00PM,-15
2023-07-16,C01 Room,03.00PM,-20
2023-07-16,C01 Room,06.00PM,-18
2023-07-16,C01 Room,09.00PM,-20
2023-07-16,D01 Room,12.00AM,-19
2023-07-16,D01 Room,03.00AM,-20
2023-07-16,D01 Room,06.00AM,-21
2023-07-16,D01 Room,09.00AM,-19
2023-07-16,D01 Room,12.00PM,-15
2023-07-16,D01 Room,03.00PM,-21
2023-07-16,D01 Room,06.00PM,-20
2023-07-16,D01 Room,09.00PM,-19
2023-07-16,Inbound Bay,12.00AM,10
2023-07-16,Inbound Bay,03.00AM,12
2023-07-16,Inbound Bay,06.00AM,8
2023-07-16,Inbound Bay,09.00AM,9
2023-07-16,Inbound Bay,12.00PM,8
2023-07-16,Inbound Bay,03.00PM,10
2023-07-16,Inbound Bay,06.00PM,8
2023-07-16,Inbound Bay,09.00PM,12
2023-07-16,Outbound Bay,12.00AM,12
2023-07-16,Outbound Bay,03.00AM,13
2023-07-16,Outbound Bay,06.00AM,9
2023-07-16,Outbound Bay,09.00AM,9
2023-07-16,Outbound Bay,12.00PM,7
2023-07-16,Outbound Bay,03.00PM,10
2023-07-16,Outbound Bay,06.00PM,13
2023-07-16,Outbound Bay,09.00PM,9
2023-01-06,A01 Room,12.00AM,-21
2023-01-06,A01 Room,03.00AM,-21
2023-01-06,A01 Room,06.00AM,-21
2023-01-06,A01 Room,09.00AM,-20
2023-01-06,A01 Room,12.00PM,-20
2023-01-06,A01 Room,03.00PM,-21
2023-01-06,A01 Room,06.00PM,-17
2023-01-06,A01 Room,09.00PM,-19
2023-01-06,B01 Room,12.00AM,-21
2023-01-06,B01 Room,03.00AM,-21
2023-01-06,B01 Room,06.00AM,-19
2023-01-06,B01 Room,09.00AM,-21
2023-01-06,B01 Room,12.00PM,-16
2023-01-06,B01 Room,03.00PM,-20
2023-01-06,B01 Room,06.00PM,-17
2023-01-06,B01 Room,09.00PM,-20
2023-01-06,C01 Room,12.00AM,-19
2023-01-06,C01 Room,03.00AM,-18
2023-01-06,C01 Room,06.00AM,-21
2023-01-06,C01 Room,09.00AM,-16
2023-01-06,C01 Room,12.00PM,-16
2023-01-06,C01 Room,03.00PM,-16
2023-01-06,C01 Room,06.00PM,-21
2023-01-06,C01 Room,09.00PM,-19
2023-01-06,D01 Room,12.00AM,-15
2023-01-06,D01 Room,03.00AM,-15
2023-01-06,D01 Room,06.00AM,-20
2023-01-06,D01 Room,09.00AM,-16
2023-01-06,D01 Room,12.00PM,-19
2023-01-06,D01 Room,03.00PM,-20
2023-01-06,D01 Room,06.00PM,-19
2023-01-06,D01 Room,09.00PM,-17
2023-01-06,Inbound Bay,12.00AM,10
2023-01-06,Inbound Bay,03.00AM,11
2023-01-06,Inbound Bay,06.00AM,10
2023-01-06,Inbound Bay,09.00AM,11
2023-01-06,Inbound Bay,12.00PM,8
2023-01-06,Inbound Bay,03.00PM,7
2023-01-06,Inbound Bay,06.00PM,9
2023-01-06,Inbound Bay,09.00PM,11
2023-01-06,Outbound Bay,12.00AM,12
2023-01-06,Outbound Bay,03.00AM,12
2023-01-06,Outbound Bay,06.00AM,10
2023-01-06,Outbound Bay,09.00AM,7
2023-01-06,Outbound Bay,12.00PM,12
2023-01-06,Outbound Bay,03.00PM,9
2023-01-06,Outbound Bay,06.00PM,9
2023-01-06,Outbound Bay,09.00PM,13
2022-11-26,A01 Room,12.00AM,-20
2022-11-26,A01 Room,03.00AM,-21
2022-11-26,A01 Room,06.00AM,-18
2022-11-26,A01 Room,09.00AM,-15
2022-11-26,A01 Room,12.00PM,-20
2022-11-26,A01 Room,03.00PM,-20
2022-11-26,A01 Room,06.00PM,-15
2022-11-26,A01 Room,09.00PM,-21
2022-11-26,B01 Room,12.00AM,-20
2022-11-26,B01 Room,03.00AM,-18
2022-11-26,B01 Room,06.00AM,-19
2022-11-26,B01 Room,09.00AM,-16
2022-11-26,B01 Room,12.00PM,-15
2022-11-26,B01 Room,03.00PM,-18
2022-11-26,B01 Room,06.00PM,-21
2022-11-26,B01 Room,09.00PM,-19
2022-11-26,C01 Room,12.00AM,-21
2022-11-26,C01 Room,03.00AM,-16
2022-11-26,C01 Room,06.00AM,-19
2022-11-26,C01 Room,09.00AM,-15
2022-11-26,C01 Room,12.00PM,-15
2022-11-26,C01 Room,03.00PM,-21
2022-11-26,C01 Room,06.00PM,-19
2022-11-26,C01 Room,09.00PM,-15
2022-11-26,D01 Room,12.00AM,-17
2022-11-26,D01 Room,03.00AM,-20
2022-11-26,D01 Room,06.00AM,-15
2022-11-26,D01 Room,09.00AM,-15
2022-11-26,D01 Room,12.00PM,-20
2022-11-26,D01 Room,03.00PM,-19
2022-11-26,D01 Room,06.00PM,-21
2022-11-26,D01 Room,09.00PM,-15
2022-11-26,Inbound Bay,12.00AM,10
2022-11-26,Inbound Bay,03.00AM,7
2022-11-26,Inbound Bay,06.00AM,8
2022-11-26,Inbound Bay,09.00AM,8
2022-11-26,Inbound Bay,12.00PM,13
2022-11-26,Inbound Bay,03.00PM,8
2022-11-26,Inbound Bay,06.00PM,7
2022-11-26,Inbound Bay,09.00PM,10
2022-11-26,Outbound Bay,12.00AM,13
2022-11-26,Outbound Bay,03.00AM,10
2022-11-26,Outbound Bay,06.00AM,7
2022-11-26,Outbound Bay,09.00AM,8
2022-11-26,Outbound Bay,12.00PM,7
2022-11-26,Outbound Bay,03.00PM,9
2022-11-26,Outbound Bay,06.00PM,8
2022-11-26,Outbound Bay,09.00PM,11
2023-04-11,A01 Room,12.00AM,-21
2023-04-11,A01 Room,03.00AM,-16
2023-04-11,A01 Room,06.00AM,-16
2023-04-11,A01 Room,09.00AM,-19
2023-04-11,A01 Room,12.00PM,-16
2023-04-11,A01 Room,03.00PM,-15
2023-04-11,A01 Room,06.00PM,-17
2023-04-11,A01 Room,09.00PM,-20
2023-04-11,B01 Room,12.00AM,-17
2023-04-11,B01 Room,03.00AM,-21
2023-04-11,B01 Room,06.00AM,-16
2023-04-11,B01 Room,09.00AM,-18
2023-04-11,B01 Room,12.00PM,-20
2023-04-11,B01 Room,03.00PM,-17
2023-04-11,B01 Room,06.00PM,-19
2023-04-11,B01 Room,09.00PM,-19
2023-04-11,C01 Room,12.00AM,-16
2023-04-11,C01 Room,03.00AM,-17
2023-04-11,C01 Room,06.00AM,-19
2023-04-11,C01 Room,09.00AM,-20
2023-04-11,C01 Room,12.00PM,-18
2023-04-11,C01 Room,03.00PM,-15
2023-04-11,C01 Room,06.00PM,-15
2023-04-11,C01 Room,09.00PM,-21
2023-04-11,D01 Room,12.00AM,-16
2023-04-11,D01 Room,03.00AM,-20
2023-04-11,D01 Room,06.00AM,-15
2023-04-11,D01 Room,09.00AM,-19
2023-04-11,D01 Room,12.00PM,-18
2023-04-11,D01 Room,03.00PM,-19
2023-04-11,D01 Room,06.00PM,-15
2023-04-11,D01 Room,09.00PM,-15
2023-04-11,Inbound Bay,12.00AM,12
2023-04-11,Inbound Bay,03.00AM,9
2023-04-11,Inbound Bay,06.00AM,9
2023-04-11,Inbound Bay,09.00AM,8
2023-04-11,Inbound Bay,12.00PM,10
2023-04-11,Inbound Bay,03.00PM,11
2023-04-11,Inbound Bay,06.00PM,10
2023-04-11,Inbound Bay,09.00PM,9
2023-04-11,Outbound Bay,12.00AM,8
2023-04-11,Outbound Bay,03.00AM,9
2023-04-11,Outbound Bay,06.00AM,10
2023-04-11,Outbound Bay,09.00AM,11
2023-04-11,Outbound Bay,12.00PM,7
2023-04-11,Outbound Bay,03.00PM,9
2023-04-11,Outbound Bay,06.00PM,12
2023-04-11,Outbound Bay,09.00PM,9
2022-09-26,A01 Room,12.00AM,-20
2022-09-26,A01 Room,03.00AM,-20
2022-09-26,A01 Room,06.00AM,-21
2022-09-26,A01 Room,09.00AM,-21
2022-09-26,A01 Room,12.00PM,-20
2022-09-26,A01 Room,03.00PM,-18
2022-09-26,A01 Room,06.00PM,-18
2022-09-26,A01 Room,09.00PM,-18
2022-09-26,B01 Room,12.00AM,-18
2022-09-26,B01 Room,03.00AM,-16
2022-09-26,B01 Room,06.00AM,-19
2022-09-26,B01 Room,09.00AM,-15
2022-09-26,B01 Room,12.00PM,-17
2022-09-26,B01 Room,03.00PM,-19
2022-09-26,B01 Room,06.00PM,-20
2022-09-26,B01 Room,09.00PM,-21
2022-09-26,C01 Room,12.00AM,-21
2022-09-26,C01 Room,03.00AM,-16
2022-09-26,C01 Room,06.00AM,-19
2022-09-26,C01 Room,09.00AM,-21
2022-09-26,C01 Room,12.00PM,-16
2022-09-26,C01 Room,03.00PM,-15
2022-09-26,C01 Room,06.00PM,-19
2022-09-26,C01 Room,09.00PM,-16
2022-09-26,D01 Room,12.00AM,-21
2022-09-26,D01 Room,03.00AM,-19
2022-09-26,D01 Room,06.00AM,-17
2022-09-26,D01 Room,09.00AM,-16
2022-09-26,D01 Room,12.00PM,-21
2022-09-26,D01 Room,03.00PM,-19
2022-09-26,D01 Room,06.00PM,-18
2022-09-26,D01 Room,09.00PM,-15
2022-09-26,Inbound Bay,12.00AM,11
2022-09-26,Inbound Bay,03.00AM,11
2022-09-26,Inbound Bay,06.00AM,13
2022-09-26,Inbound Bay,09.00AM,11
2022-09-26,Inbound Bay,12.00PM,11
2022-09-26,Inbound Bay,03.00PM,11
2022-09-26,Inbound Bay,06.00PM,13
2022-09-26,Inbound Bay,09.00PM,10
2022-09-26,Outbound Bay,12.00AM,12
2022-09-26,Outbound Bay,03.00AM,9
2022-09-26,Outbound Bay,06.00AM,7
2022-09-26,Outbound Bay,09.00AM,10
2022-09-26,Outbound Bay,12.00PM,11
2022-09-26,Outbound Bay,03.00PM,13
2022-09-26,Outbound Bay,06.00PM,10
2022-09-26,Outbound Bay,09.00PM,12
2023-04-18,A01 Room,12.00AM,-17
2023-04-18,A01 Room,03.00AM,-20
