inspection_date,vehicle_no,good_truckbox,good_truckfloor,good_truckdoor,good_curtain,good_cooling_unit,pest_check,odor_check
2023-09-26,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-23,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-12,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-07,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-07,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-13,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-06,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-06,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-17,491934,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-04-24,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-30,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-02,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-21,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-11,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-24,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-18,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-18,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-21,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-08,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-06,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-21,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-18,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-22,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-07,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-24,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-24,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-31,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-31,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-05,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-04,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-08,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-05,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-25,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-29,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-14,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-29,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-03,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-31,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-25,498289,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-11-15,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-01,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-14,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-03,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-05,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-20,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-15,385905,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-12-20,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-23,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-01,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-04,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-08,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-03,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-04,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-28,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-02,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-11,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-06,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-18,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-15,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-24,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-15,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-11,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-11,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-17,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-04,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-26,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-11,376747,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-04-27,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-21,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-01,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-05,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-18,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-30,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-01,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-01,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-10,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-28,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-01,761087,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-04-30,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-08,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-21,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-14,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-26,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-21,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-17,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-27,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-08,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-29,975958,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-04-22,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-29,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-05,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-23,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-13,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-01,965360,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-06-02,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-18,104015,Yes,Yes,No,Yes,Yes,Yes,Yes
2023-05-22,761087,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-03-31,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-22,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-12,610841,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-09-25,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-19,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-09,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-02,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-19,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-10,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-05,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-04,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-08,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-01,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-07,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-01,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-03,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-31,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-19,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-22,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-02,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-04,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-16,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-23,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-21,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-14,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-14,147795,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-03-19,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-04,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-15,257344,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-11-09,725173,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-07,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-10,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-04,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-22,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-20,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-08,104015,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-01-13,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-15,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-13,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-08,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-10,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-19,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-09,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-30,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-21,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-24,332153,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-06-04,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-10,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-07,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-01,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-16,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-04,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-02,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-12,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-06,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-01,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-12,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-04,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-29,833447,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-12-15,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-10,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-27,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-15,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-21,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-28,915260,Yes,Yes,No,Yes,Yes,Yes,Yes
2022-02-22,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-21,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-09,563945,Yes,Yes,No,Yes,Yes,Yes,No
2023-07-16,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-01,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-29,376747,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-11-16,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-22,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-10,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-31,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-29,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-13,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-08,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-25,376342,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-01-19,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-10,684492,Yes,Yes,Yes,Yes,Yes,No,Yes
2023-08-03,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-19,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-18,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-03,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-14,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-14,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-13,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-10,761087,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-12-31,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-29,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-02,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-25,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-08,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-10,833447,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-10-10,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-27,834169,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-04-19,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-17,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-01,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-31,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-27,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-28,332153,Yes,Yes,No,Yes,Yes,Yes,Yes
2024-11-09,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-28,332153,Yes,Yes,Yes,Yes,Yes,No,Yes
2023-05-24,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-15,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-25,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-20,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-04,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-19,498289,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-06-07,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-26,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-31,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-20,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-27,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-22,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-24,852208,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-15,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-04,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-05,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-06,965360,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-01,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-16,730082,No,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-22,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-21,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-27,805995,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-10-29,684492,Yes,Yes,Yes,Yes,Yes,No,Yes
2023-05-23,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-23,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-04,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-07,417866,No,Yes,Yes,Yes,No,Yes,Yes
2023-12-27,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-04,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-26,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-22,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-19,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-28,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-28,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-28,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-28,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-10,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-17,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-19,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-30,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-22,459040,No,Yes,No,Yes,Yes,Yes,Yes
2022-04-17,684492,Yes,No,Yes,Yes,Yes,No,Yes
2024-08-26,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-14,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-13,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-19,805995,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-05-21,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-13,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-31,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-21,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-06,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-04,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-17,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-17,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-06,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-04,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-30,491934,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-01-14,834169,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-20,376342,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-04-13,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-13,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-05,747240,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-05-14,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-22,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-06,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-26,202921,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-08-22,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-15,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-09,385905,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-03-24,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-03,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-20,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-17,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-16,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-06,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-11,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-18,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-29,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-27,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-26,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-22,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-29,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-10,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-04,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-29,842083,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-02-03,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-20,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-15,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-16,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-27,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-29,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-13,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-03,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-24,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-14,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-12,610841,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-01-19,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-01,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-15,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-10,459040,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-03-04,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-24,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-29,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-09,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-08,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-16,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-11,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-13,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-03,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-01,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-13,332153,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-02-28,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-16,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-13,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-13,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-29,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-12,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-13,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-14,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-04,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-07,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-23,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-04,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-22,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-09,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-13,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-22,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-15,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-04,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-22,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-08,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-29,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-17,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-03,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-22,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-06,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-10,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-09,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-23,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-29,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-31,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-30,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-16,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-15,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-21,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-08,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-14,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-03,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-20,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-28,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-29,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-15,669128,No,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-27,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-27,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-08,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-06,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-27,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-08,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-07,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-04,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-17,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-28,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
